model,ad_title,year,km,color,price,ad_date,location,city
                        1.6 TDi Comfortline,"    1 BOYA,KALKIŞ DESTEK,ESP ,KARARAN AYNA,CROME E.JANT ,SİS FARI...",2013,174900.0,                    Beyaz,76900.0,2020-01-04,                        İstanbulGaziosmanpaşa,İstanbul
                        1.6 TDi Comfortline,    ODABAŞIOĞLU OTOMOTİVDEN 3 PARÇA BOYALI POLO,2011,187000.0,                    Beyaz,72000.0,2020-01-04,                        GaziantepŞehitkamil,Gaziantep
                        1.4 Comfortline,    2001 VOLKSWAGEN POLO 1.4 COMFORTLİNE...,2001,168000.0,                    Kırmızı,36900.0,2020-01-04,                        İstanbulBağcılar,İstanbul
                        1.4 Highline,    ÖZEL PAKETOPSİYONEL TAM OTOMATİK ŞANZIMAN,2003,170000.0,                    Kırmızı,49750.0,2020-01-04,                        AmasyaMerzifon,Amasya
                        1.4 TDi Comfortline,    ACİLL SAHİBİNDEN POLO BLUEMOTİON 2015 MODEL DSG OTOMATİK VİTES,2016,190000.0,                    Beyaz,83500.0,2020-01-04,                        KocaeliGebze,Kocaeli
                        1.4 Trendline,    COK TEMİZ POLO,2006,187000.0,                    Kırmızı,47500.0,2020-01-04,                        SakaryaAdapazarı,Sakarya
                        1.4 Trendline,    Sahibinden temiz bakımlı değilensiz,2006,166000.0,                    Beyaz,48750.0,2020-01-04,                        EskişehirOdunpazarı,Eskişehir
                        1.4 TSI GTi,    İNFERNO MOTORS VW POLO 1.4 TSİ GTİ HATASIZ,2011,165000.0,                    Siyah,89500.0,2020-01-04,                        AnkaraÇankaya,Ankara
                        1.2 TDi Trendline,    Değişensiz polo 1.2 TDI,2013,182250.0,                    Beyaz,62500.0,2020-01-04,                        İstanbulEyüpsultan,İstanbul
                        1.4 Comfortline,    AciLL SatıLIk,2006,187000.0,                    Mavi,41000.0,2020-01-04,                        BursaOsmangazi,Bursa
                        1.2 TDi Trendline,    Sahibinden Temiz Polo,2012,173000.0,                    Beyaz,55000.0,2020-01-04,                        İzmirKarşıyaka,İzmir
                        1.2 TDi Trendline,    Polo 1.2 TDI Trendline extralı .....,2013,162000.0,                    Beyaz,58900.0,2020-01-04,                        SakaryaSerdivan,Sakarya
                        1.2 TDi Trendline,    FIRSAT ARACI,2012,180000.0,                    Beyaz,46250.0,2020-01-04,                        İstanbulGüngören,İstanbul
                        1.6,    2000 VW POLO DEĞİŞENSİZ,2000,190000.0,                    Kırmızı,27500.0,2020-01-04,                        AntalyaManavgat,Antalya
                        1.6 Classic,    2000 VW POLO 1.6 16V 100HP CLASSİC AIRBAG-KLİMA -ELEKTRİKLİ AYNA,2000,169000.0,                    Kırmızı,32900.0,2020-01-04,                        ZonguldakMerkez,Zonguldak
                        1.4 Comfortline,    Hatasız hasar kayıtsız Polo otomatik,2000,176000.0,                    Mavi,42750.0,2020-01-04,                        AnkaraEtimesgut,Ankara
                        1.2 TDi Trendline,    SIFIR HATASIZ TAMAMEN ORJINAL EKSTRA CELIKJANTLI,2013,169000.0,                    Beyaz,73950.0,2020-01-04,                        AntalyaKaş,Antalya
                        1.4 Comfortline,    DEVLET MEMURUNDAN 2011 POLO,2011,177000.0,                    Beyaz,58000.0,2020-01-04,                        ŞanlıurfaSuruç,Şanlıurfa
                        1.4 TDi Comfortline,    ORJİNAL HATASIZ BOYASIZ DEĞİŞENSİZ POLO 2015 ÇIKIŞLI,2014,166000.0,                    Beyaz,89000.0,2020-01-04,                        AdıyamanKahta,Adıyaman
                        1.4 Comfortline,    Satılıktır,2001,185000.0,                    Mavi,32000.0,2020-01-04,                        DiyarbakırKayapınar,Diyarbakır
                        1.4 Comfortline,    SAHİBİNDEN POLO 1.4,2000,161000.0,                    Kırmızı,29550.0,2020-01-04,                        İstanbulSarıyer,İstanbul
                        1.6 TDi Comfortline,    POLO - 1.6 TDİ - DSG,2011,173000.0,                    Beyaz,77000.0,2020-01-05,                        AnkaraÇankaya,Ankara
                        1.4 TDi Trendline,    1.4 TDİ 80HP DEĞİŞENSİZ POLO,2006,177000.0,                    Beyaz,49500.0,2020-01-05,                        SivasMerkez,Sivas
                        1.6,    TEMIZ BAKILMADAN GECILMEYECEK DERECE TATLI,1997,165000.0,                    Füme,24500.0,2020-01-05,                        MuğlaMilas,Muğla
                        1.4 Basicline,    Bİ OTOMOBİLDEN BEKLENEN ÇOK DAHA FAZLASI,2004,155000.0,                    Beyaz,44250.0,2020-01-05,                        EskişehirTepebaşı,Eskişehir
                        1.2 TDi Trendline,    Sahibinden(2013) Temiz Polo (Son Fiyat),2013,158200.0,                    Gri,60700.0,2020-01-05,                        İstanbulAvcılar,İstanbul
                        1.6,    SANRUFLU KILIMALI DEĞİŞENSİZ HASAR KAYDI YOK,1998,153000.0,                    Beyaz,29000.0,2020-01-05,                        ÇankırıMerkez,Çankırı
                        1.6 TDi Comfortline,    Değişensiz Hasar Kayıtsız Polo 18 favoriye Özel Fiyat,2012,175000.0,                    Beyaz,73000.0,2020-01-05,                        AntalyaDöşemealtı,Antalya
                        1.2 TDi BlueMotion,    ALDIN ALDIN ...BU FİYATA YOK,2013,163000.0,                    Beyaz,55000.0,2020-01-05,                        AydınDidim,Aydın
                        1.6 TDi Comfortline,    1.6 TDİ Comfortline 2012 Polo HATASIZ,2012,157000.0,                    Beyaz,73000.0,2020-01-05,                        AdanaÇukurova,Adana
                        1.4 TDi Bluemotion,    2015 OTOMATİK POLO 1.4 TDİ SATIŞTA,2015,182000.0,                    Mavi,75000.0,2020-01-05,                        İstanbulÜmraniye,İstanbul
                        1.4 Trendline,    TEMİZ ARAÇ ARAYANA,2008,178000.0,                    Siyah,47400.0,2020-01-05,                        SinopAyancık,Sinop
                        1.6,    Temiz bakımları yapılmış klimali,1997,184000.0,                    Kırmızı,29900.0,2020-01-05,                        OsmaniyeMerkez,Osmaniye
                        1.4 TDi Comfortline,    _LENS MOTORS_ DAN 2014 MODEL OTOMATİK DİZEL SERVİS BAKIMLI,2014,170000.0,                    Siyah,81500.0,2020-01-05,                        İstanbulPendik,İstanbul
                        1.4 Trendline,    sahibinden temiz araç..,2000,170000.0,                    Kırmızı,28750.0,2020-01-05,                        İstanbulArnavutköy,İstanbul
                        1.6,    Bayandan Hiç LPG Takilmamis Bu Fiyata Wolkswagen Araç Kaçmaz,1998,170000.0,                    Kırmızı,25000.0,2020-01-05,                        İstanbulSilivri,İstanbul
                        1.4 Basicline,    acelemiz yok,2004,155000.0,                    Kırmızı,41500.0,2020-01-05,                        BursaGemlik,Bursa
                        1.4 TDi Comfortline,    KAZASIZ 1 PAÇA BOYA VAR HASAR KAYDI YOK SERVİS BAKIMLI,2016,162000.0,                    Beyaz,92000.0,2020-01-05,                        KaramanMerkez,Karaman
                        1.6 TDi Comfortline,    OPSİYONLU KAPORASI ALINDI...! || POLO 1.6 TDİ,2011,182000.0,                    Beyaz,58999.0,2020-01-05,                        AnkaraÇankaya,Ankara
                        1.4 Goal,    Sahibinden temiz kullanılmış araç,2007,153000.0,                    Bordo,43000.0,2020-01-05,                        İstanbulSancaktepe,İstanbul
                        1.4 Trendline,    HATASIZ FULl ORJINAL,2005,155000.0,                    Gri,48500.0,2020-01-05,                        AntalyaMuratpaşa,Antalya
                        1.4 Comfortline,    mavişimi uçuruyorum:))),2000,155000.0,                    Mavi,41750.0,2020-01-05,                        AnkaraDiğer,Ankara
                        1.6 TDi Comfortline,    BIG SETUP ADM POLO SATIŞTA!!!,2011,185680.0,                    Beyaz,60750.0,2020-01-05,                        AdanaÇukurova,Adana
                        1.6 Classic,    Sahibinden garaj arabası,1997,190000.0,                    Lacivert,22500.0,2020-01-05,                        AdıyamanGölbaşı,Adıyaman
                        1.2 TDi Trendline,    polo 2013 model,2013,172000.0,                    Beyaz,54000.0,2020-01-05,                        MardinKızıltepe,Mardin
                        1.2 TDi Trendline,    Wolsvagen Polo 1.2 Yakıt cimrisi Keyfe Keder Takas Önceliklidir!,2012,154000.0,                    Gümüş Gri,51750.0,2020-01-05,                        KocaeliGölcük,Kocaeli
                        1.4 Comfortline,    DEĞİŞENSİZ,2006,179000.0,                    Mavi,47500.0,2020-01-05,                        İzmirBuca,İzmir
                        1.4 Trendline,    2006 Wolkswagen Polo,2006,155000.0,                    Gümüş Gri,46000.0,2020-01-06,                        Kocaeliİzmit,Kocaeli
                        1.2 TDi Trendline,    2013 MODEL DİZEL SORUNSUZ MASRAFSIZ TRAMERSİZ,2013,179000.0,                    Gri,58000.0,2020-01-06,                        BursaOsmangazi,Bursa
                        1.4 Trendline,    2008 MODEL ORJİNAL 1.4 TRENDLİNE POLO,2008,154000.0,                    Beyaz,47500.0,2020-01-06,                        ManisaAlaşehir,Manisa
                        1.6,    Çokk Acil Hatasız Polo,1999,169000.0,                    Kırmızı,33000.0,2020-01-06,                        ÇankırıMerkez,Çankırı
                        1.4 TDi Comfortline,    Sahibinden Satılık Temiz Polo,2016,161000.0,                    Beyaz,103500.0,2020-01-06,                        AnkaraEtimesgut,Ankara
                        1.6 TDi Comfortline,    Hatasız 1.6 TDI,2011,172000.0,                    Beyaz,69500.0,2020-01-06,                        AntalyaKepez,Antalya
                        1.4 TDi Trendline,    sahibinden masrafsız dizel polo,2006,158000.0,                    Beyaz,49000.0,2020-01-06,                        AntalyaAlanya,Antalya
                        1.4 TDi Goal,    2007 POLO 1.4 TDI GOAL MANUEL 155000 KM,2007,155000.0,                    Beyaz,51000.0,2020-01-06,                        SakaryaAdapazarı,Sakarya
                        1.4 Trendline,    otomatik polo,2003,183000.0,                    Siyah,47500.0,2020-01-06,                        KayseriMelikgazi,Kayseri
                        1.4 TDi Comfortline,    GÜVEN OTOMOTİVDEN OTOMOTİK POLO,2016,166000.0,                    Beyaz,95000.0,2020-01-06,                        SamsunBafra,Samsun
                        1.2 TDi Trendline,    2012 MODEL VOLKWAGEN POLO 1.2 TDI TRENDLINE,2012,172000.0,                    Beyaz,55500.0,2020-01-06,                        İstanbulBağcılar,İstanbul
                        1.6,    ÇOK TEMİZ ARAYANA POLO,1997,161000.0,                    Kırmızı,36700.0,2020-01-06,                        ÇankırıMerkez,Çankırı
                        1.4 TDi Comfortline,    FIRSAT ARACI HASAR KAYITSIZ 2016 OTOMATİK WOLSVAGEN POLO,2016,174000.0,                    Beyaz,91500.0,2020-01-06,                        NevşehirMerkez,Nevşehir
                        1.4 Trendline,"    Öğretmenden 10yillik sahiplerinden, Ocak Mtv ödenmiş, Lpg işli",2006,187000.0,                    Mavi,46900.0,2020-01-06,                        AnkaraDiğer,Ankara
                        1.4 TDi Trendline,    VW. POLO 1.4 TDI,2008,182000.0,                    Gümüş Gri,46500.0,2020-01-06,                        Kocaeliİzmit,Kocaeli
                        1.6,    OTOMATİK KLİMALI 1.6 POLO,1998,159000.0,                    Kırmızı,29000.0,2020-01-06,                        AnkaraÇankaya,Ankara
                        1.4 Trendline,    OTOMATİK POLO 2007,2007,183000.0,                    Gümüş Gri,58500.0,2020-01-06,                        KonyaKaratay,Konya
                        1.2 Trendline,    Orjinal Çok Temiz Polo,2012,169000.0,                    Siyah,57000.0,2020-01-06,                        İstanbulŞişli,İstanbul
                        1.4 Comfortline,    TEMİZ - SORUNSUZ - TAM OTOMATİK - FUL,2003,179000.0,                    Beyaz,52000.0,2020-01-06,                        AnkaraAkyurt,Ankara
                        1.2 TDi Trendline,    MARKA DAN 2012 DİZEL POLO,2012,167000.0,                    Beyaz,53000.0,2020-01-06,                        AydınBuharkent,Aydın
                        1.4 TDi Trendline,    Sahibinden 40.Yıl Paket 1.4 Tdı Polo,2015,171000.0,                    Siyah,69500.0,2020-01-06,                        İstanbulZeytinburnu,İstanbul
                        1.2 TDi Trendline,    2011 VOLKSWAGEN POLO 1.2 TDİ MANUEL,2011,153500.0,                    Siyah,43000.0,2020-01-06,                        MalatyaYeşilyurt,Malatya
                        1.2 TDi Trendline,    HATASIZ MASRAFSIZ YAKIT CİMRİSİ 2014 POLO 1.2,2014,189000.0,                    Beyaz,58000.0,2020-01-06,                        İstanbulTuzla,İstanbul
                        1.2 TDi Trendline,    Tertemiz boyasız,2012,176000.0,                    Beyaz,63250.0,2020-01-06,                        ŞanlıurfaKaraköprü,Şanlıurfa
                        1.6 TDi Comfortline,    Polo 1.6 TDİ DSG CAM-TAVAN FULL+FULL,2012,181000.0,                    Füme,84500.0,2020-01-06,                        AntalyaDemre,Antalya
                        1.4 Trendline,    absli temiz polo,2007,181000.0,                    Beyaz,48250.0,2020-01-06,                        KayseriTalas,Kayseri
                        1.4 Basicline,    İlk sahibinden orijinal polo. Dost işi.,2005,160000.0,                    Kırmızı,45000.0,2020-01-06,                        GiresunMerkez,Giresun
                        1.6 Comfortline Classic,    temiz aile aracı,2000,185000.0,                    Gri,34000.0,2020-01-06,                        İstanbulGaziosmanpaşa,İstanbul
                        1.6,    Temiz araba...,1997,188100.0,                    Mavi,25000.0,2020-01-06,                        KahramanmaraşElbistan,Kahramanmaraş
                        1.6 Classic,    SATILIK DEGİŞENSİZ 183 BİN KM 1.6 POLO,1997,183000.0,                    Mavi,22600.0,2020-01-07,                        KocaeliGebze,Kocaeli
